L1,L2,L3,W1,W2,W3
7.110652907200167,5.649700254632795,9.820354894172851,1.27887047374872,1.4347472184436376,1.335581447034054
7.096786191737173,5.522311696985262,9.140006086703695,1.524270964440618,1.5222197055780557,1.3879317447739237
6.629920527929531,4.95036129280573,8.886988411446694,1.3838566074627734,1.4438562996458066,1.2606946797492964
6.675325668242645,4.723475175671739,9.21579169684257,1.1887172464710927,1.5391164788084846,1.2855465266346602
6.787883654789256,4.949824725588284,8.980926196333856,1.3498446657332641,1.3821443352560894,1.3523588757735108
6.711888255563969,4.894117351795948,9.083738849538584,1.4500056968973007,1.421770867766291,1.3101217884855438
6.667020761894844,5.3105689633127335,8.861577987716501,1.3054511501776584,1.428977566750247,1.2941787116706487
6.821829306255029,5.24892389935297,8.92853427143971,1.4469464755019497,1.4806564756356395,1.3514378725473764
6.410147843853602,4.814798137220704,8.261895959589708,1.5142422434275176,1.3183171610549713,1.280438422859724
6.203459346064265,5.085652521698401,8.765191728038339,1.4035646050128678,1.4214247137546818,1.3330813780722985
6.536673838731536,4.989637481366674,9.125339224375086,1.3874942273553181,1.5589878199541718,1.0946746488395305
7.333562909813879,5.246519243032728,8.79994819887895,1.275016913837181,1.4481872673156524,1.2177534120361904
7.012814477383596,5.010996505690064,9.10113721902908,1.503394353938927,1.3259587166532965,1.3937120066725854
6.816093083941017,4.740413375004839,8.720899460491783,1.3889489411593834,1.3191456403678974,1.2485175662392645
6.451000127981353,5.162442958756719,9.496426659990691,1.487855514349848,1.3662998267998896,1.2091361715047224
7.69579638497088,4.348538223843217,8.959023706873905,1.3462540559063227,1.505267478322175,1.2716729612244122
7.165201357068212,5.296466731967258,9.36458945979203,1.324025204818302,1.446119378435973,1.2992566393059803
7.32397372141494,5.192943339173226,9.042166525313576,1.3016133323196635,1.4205562528949753,1.227545421593098
6.848934038189596,4.842431679387319,9.345884161881335,1.481296067576056,1.4988088293652977,1.1863804672800775
6.6411530988741285,5.324341711268088,8.75375011403562,1.5234293261719962,1.4910396480189907,1.2882398293390906
6.531274739093717,5.0404781961079985,8.615676684069282,1.3219263853908747,1.5212413398125302,1.1893899498548615
7.0325229641173586,4.479389355831558,9.064394199146815,1.3698315182374674,1.3997796225100365,1.2880156957548798
6.495703628366783,4.765921154644046,9.381980181588732,1.4750020865119857,1.3305182217845661,1.2009621820438192
6.876873330561111,5.569558223839074,8.446161325950433,1.2675617455252326,1.3768649287622727,1.430373668597423
6.991194376042234,5.336166572799651,9.12530609190933,1.3430676229087704,1.4734517442845865,1.5806007198110084
6.850099331580803,4.505548928550797,9.235785247027273,1.5208678866398981,1.3146851903217787,1.3943897027456593
7.046513305209347,5.448236030701522,9.374525668681272,1.4306600528523552,1.3946636615446397,1.5448623915357818
7.236705231707058,5.209785951547552,8.683240026585322,1.4149191119349243,1.4599009968071082,1.4261539482799235
6.380211402202269,4.898650198543766,9.128938751904649,1.4693291764279794,1.4168994994455697,1.2021271421242157
6.442227332873466,5.352979212483666,8.863875906252117,1.283244414612103,1.3424756503206006,1.2494040748170605
6.438032648807143,5.538403706074751,9.220874814508852,1.4898043087773991,1.5045901758756386,1.3309941275644221
6.6321699492828765,4.947818724348272,9.228849857045544,1.3632704861659546,1.3479789903345452,1.163176869012203
6.838761594164446,4.87835094421696,9.443408717232384,1.3827253048552979,1.343805806092368,1.4080188105508313
6.758238125284228,4.468449391551954,8.561751325267869,1.2400346792401928,1.460789803729458,1.2371430765403444
6.761920303843526,5.283162650981594,9.164448995255551,1.2554721059986704,1.330056311180519,1.4206198054774206
6.947612416888592,5.76785652695631,8.87914059235476,1.6414217381642078,1.4138711910053456,1.3167376823846868
6.487583949320833,5.219554510124158,8.550563703178899,1.1630081371483714,1.4070305733402184,1.277036485696646
6.446982318741873,5.339144795501346,9.056453191903918,1.399211790901784,1.4260304905435133,1.2685243830676722
6.476783596962231,5.411499006134031,9.396087727713363,1.3028052422324303,1.2854892125160582,1.3308176898819308
7.10408542054846,5.544618574908458,9.367349539183277,1.3734131574196082,1.3682531211299849,1.2985377351284737
6.701661851594015,5.674369321013126,8.403007430513298,1.3321855040976438,1.2963394991045596,1.3742111124403888
6.884839026906692,5.220297263253781,8.853471040281715,1.4856908457194486,1.4511213361323643,1.3108589907141726
7.20353798867506,5.0825757684535535,8.35782971397933,1.3909979347899548,1.4017554768590916,1.4153302887407986
6.528858406028536,5.360204691547938,9.183691117173185,1.314875697880159,1.2928028167367667,1.1976925124267477
6.3068898161609255,4.863778991966481,8.716078252261998,1.2210397310702072,1.3800360477095173,1.3231279723042109
6.61027230277415,6.274469246495321,9.161537766436927,1.4176021329940194,1.3340835460330054,1.387957633305422
6.708597907136504,5.4074634265620904,8.994711179879497,1.4173924454461688,1.6374824965944315,1.0900886669682563
6.827024272860844,4.8428549173605155,9.123863062389306,1.40203741593454,1.3138726557453937,1.1751808082564372
6.553815367001837,4.95137905004805,9.168736797568986,1.3586335886672036,1.3621382863798162,1.2762858396536676
7.009691323437971,5.587490275145036,8.989525783112592,1.3067737083320845,1.5190024613241877,1.352344378775071
6.889473172217732,5.255650069559392,9.399866152981895,1.274344339366903,1.2871344451430868,1.2855376561207057
7.030557251671183,4.844454842695949,8.304485423710549,1.586831014281011,1.3648801450697208,1.1824813289134304
6.541306114017721,5.061780005383461,8.544989867961235,1.379081394190017,1.307494331076725,1.1689644557254562
6.593845576932036,4.965265280472008,9.056025444115194,1.3489287085024964,1.4544344866568906,1.3743104590440804
6.907989632851555,4.958712157122138,9.434825600896907,1.4897544508113056,1.3414129722659793,1.5045144101458692
6.724079232543746,5.082589596548801,8.740628912615893,1.456834774217533,1.6300022219313122,1.2365123077323064
7.334953900726138,4.833856330998354,9.046290688703397,1.3300257952235897,1.5409868576989445,1.4192413460874125
7.015445384664606,5.08279353593448,8.81726913407683,1.358159225304273,1.4956093509881327,1.254681636553689
6.5146871513658775,4.935885163998605,8.612152988280608,1.4320029863934505,1.4283049229115716,1.2631685057317252
6.4462656693031795,5.01693924291466,8.906951627698481,1.2642414292574449,1.3760702481353102,1.3603700974365223
6.668249391434187,5.0784760869956305,9.307406914518394,1.290666159822271,1.5279209086279997,1.383642530667677
7.051012724955534,4.522971814541013,9.138898026070166,1.538487811988778,1.314897994508151,1.2803345599219027
6.879960975335937,5.2523226506470735,8.625958406028202,1.2790300880849046,1.27346354744052,1.3518647723336676
6.565794766302403,5.6379294320806475,9.000491128180112,1.3582842417654817,1.3956223919672068,1.2384949813061426
6.230262388161081,5.624122041653601,9.2558661697154,1.2802568305260158,1.4232124120963487,1.301481662291946
6.8096373072589085,4.740149951551906,8.724198464052996,1.4223199971604512,1.4535158448637329,1.2859648761893596
7.265274212755786,5.196085063376487,8.557871309144117,1.5076330827051287,1.4024631591473382,1.4107079820309885
6.857921589418103,5.16880917021671,9.035174842958083,1.5153358573638895,1.524884611274081,1.142436818879552
7.303137818890944,5.359770448727055,9.04105527130926,1.3915972561632988,1.4476828262842962,1.301334699757759
6.785470963602046,5.097637804937224,9.26189919647907,1.3108954590540443,1.3966754680200983,1.2586262939739976
7.50713047169877,4.784847183064501,8.928769305785808,1.544252091926371,1.4946622575997972,1.0480103303675934
6.794922557154579,4.862910676801751,8.873563787162675,1.398160125164136,1.4160683425087983,1.2493164438446496
7.08373120124334,5.135186683583843,9.340536108400777,1.169939336670106,1.3281983691738772,1.222339192083426
6.621823673939703,5.089278464074156,8.881996450043632,1.4331226517986315,1.3476581344087057,1.4580126609709856
6.352330713106527,5.134641849163319,9.501519007540335,1.434052564420072,1.3039283311325496,1.3134216551729316
6.976066012161554,5.075978845083024,9.240041638027533,1.4331806633455668,1.1948477196068685,1.3008406964608834
6.4499051230579445,5.192413785753862,8.581397131406657,1.4551466378980795,1.631949405304172,1.3069606351087957
7.062889822874957,5.37457520175034,8.334585908256283,1.464867844896462,1.4242124589266054,1.2830788141499858
7.253739565057663,5.2596389402798716,8.907168343267832,1.459494473323083,1.2933437566183632,1.2618993815378923
6.678276656286722,5.040260701852947,8.621123661606592,1.3271895722210683,1.5877234344985904,1.3155977316611713
6.65348136288754,5.167099456220905,9.525357182775297,1.3629635939634606,1.5279323332040837,1.229278867368185
6.87623486039765,5.146683275796863,8.915948285760532,1.3565085649851771,1.352687218290468,1.3560184464754237
6.9526293584941845,5.632174736092983,8.726205977839872,1.3566860306138329,1.4726334269000307,1.2329407668798822
6.291921589486664,5.191580829392785,9.373875804077475,1.4213924379040832,1.3223730729049596,1.3707494343281648
6.896965994948749,5.553343918400096,8.693920659972868,1.3193696224264917,1.330477806432957,1.303845636304757
6.520200779039387,4.753220303503735,8.806663507018907,1.5817657148831936,1.2329269759852892,1.1932771859201812
6.3804191393988035,5.214180564512238,9.33749168655037,1.402086713277955,1.491844064491844,1.175787922950715
6.65438398854305,5.066382840253546,9.662484714513193,1.3383962827684737,1.3577012878513035,1.2709819936563957
6.734915010182815,5.342187980443008,8.662364392375764,1.1541680207642626,1.2246598612618027,1.4236377879665718
6.719944636084883,5.629211695606287,9.234471266204498,1.5544576708852278,1.2753024475310686,1.3518938037183972
6.97756937803377,5.198623503959756,9.064599905424918,1.4019159790959081,1.5015514184251035,1.3570665056048399
6.808742907749708,4.128398310788264,9.279687223739668,1.227241640271282,1.3288984097430447,1.243463415852013
6.679239875674693,5.319148057489505,8.990375815868976,1.236213577498201,1.490198310206313,1.2961559014770665
6.7765956655522155,4.796046609740954,8.828562701146272,1.4524582859367376,1.3497267748221677,1.1945079092279631
6.835227806378625,5.242548239553423,8.868239031298739,1.5378335936123726,1.5217095361105843,1.3039108928140117
7.092082799373785,5.438165476757819,8.959920312174253,1.4364120214439955,1.3419565287092607,1.277341526947219
6.682856876216086,5.671104845060109,9.122446616912141,1.329121402910388,1.3158802912915601,1.2716156495791442
7.034899611222369,5.694170750129765,9.007406946493616,1.4185046871556213,1.4142972751099945,1.4195791859607771
6.916415763219173,5.257459105629877,8.779733716795267,1.413188424663724,1.4735572130099923,1.1430467615712514
7.142243372923121,4.969251544920924,9.032569815426191,1.4219864631981762,1.3603305066901892,1.162052588132584
6.732238766441927,5.1292964849024045,8.715215493606967,1.390920492908352,1.4270948844283249,1.2197758282464999
6.530111821045814,4.778430926339475,9.423715728858284,1.5168708077463184,1.347085610484317,1.3241507205660896
6.403569737092578,4.945869691376759,8.959921875614338,1.5107716339309838,1.237106247281335,1.3559385706339422
6.843283114335398,5.152979903130181,8.761889941048683,1.416771979965416,1.3178982369383596,1.1879660846557607
7.397694163503685,5.263667351761363,8.846403990987724,1.4381626978820115,1.4933467595261678,1.307327894521527
6.6389767288947725,5.215986367967145,8.646988440348297,1.29362866950356,1.5828176079967031,1.1936056580090069
6.718671585454693,5.069458228572619,9.100500076638603,1.3964378075302173,1.433544873779147,1.2695243246204468
7.0732391661341305,5.185851503219113,9.022909862194336,1.2603366724361,1.2965154626080528,1.4686521689256953
6.719336456188403,5.483870004302983,9.178686206253591,1.5188608071095877,1.2779314943612647,1.1829753988454101
7.169278426257683,5.7082473574013,9.137395348297018,1.2496460382938066,1.5937588609615658,1.2199625739394606
6.236315444778654,5.130759677910001,9.71052634452041,1.314494955420512,1.529371982873329,1.3214279393911361
7.184143884731808,5.20588477534841,9.013928396455364,1.479517732870205,1.3333828240974388,1.2008110880895386
6.634952698853248,5.7080143997096044,8.882983879748263,1.4113182119225207,1.3474957372302652,1.3157844807097738
7.420603422874149,5.370134751185499,8.745933504696291,1.4520077218537886,1.5267838881054105,1.486407066377734
7.024235404545785,4.639359514535389,8.98679884742256,1.3880303431481316,1.5176678961980576,1.3585797125116204
7.066080994749477,5.630636451857737,8.91915209631368,1.5422138069193905,1.345850753789169,1.561873506087326
6.780977867279625,5.3295994286445945,9.900737758427702,1.405398277302238,1.478154998071152,1.1835516125082046
6.644821810743554,4.8862466330663255,8.810014391460353,1.2714073367727727,1.4884120406996517,1.3233172458092473
6.663140387590153,5.367863537429608,9.280443306805239,1.3366803340900404,1.3213736393189945,1.4514248738182773
7.162380052403315,5.196802412920733,9.357103680452017,1.403470870706923,1.3868240020593843,1.454594973131174
6.746738106337529,4.522517665855986,8.769802273537513,1.368868722017806,1.2725925507970361,1.4195853870484387
5.978214159264229,5.400659195290346,9.188663393730023,1.38572784903372,1.283168877987177,1.1551463728605067
6.890854074829502,4.940357293229932,9.263653555452318,1.6006417051170463,1.4651127344182624,1.2545862775177465
6.906267299135522,5.506800026346574,9.33028670695351,1.3466681642545677,1.4495647725678285,1.4999145638308018
6.877662235574341,4.662583520510621,9.286288238645868,1.252660626824021,1.341931671163127,1.1267046461699153
6.3881414723691154,5.293222892908081,8.528895496145331,1.3166261266456925,1.3705440844826122,1.1238298681264327
6.535290393906225,5.315222337514767,8.596696952289633,1.4036093785518482,1.440985193889248,1.1983830937258668
7.02471420035681,5.169061864420428,9.23103541295903,1.4478185249356412,1.6782041804460148,1.1889132523683128
6.868498109728249,5.047959335469082,9.273197951422857,1.4623136756094695,1.489906126576595,1.3218225559763428
6.945393740568687,4.727084249286078,9.146846296700106,1.2768253436429486,1.5173282047298626,1.2401306289147436
6.364055126512877,4.70379576868115,9.143390969799682,1.3650095213915288,1.491014172087453,1.292470941481097
6.846407298018364,5.324824267267157,8.825937704833914,1.4499185914770052,1.412699058111165,1.236650875365561
6.605727109609579,5.070223070500184,9.06794927128836,1.4206279442845533,1.2574534190385644,1.3031760468801088
6.569539390278343,5.215267106296036,9.028885689020592,1.4704529301441018,1.1768746015335119,1.263601908849407
6.440047706592318,4.901757378528869,8.944777151646607,1.445862296254947,1.5942292957381197,1.3423912407103522
6.413915135091564,5.062039407752168,9.306622923488359,1.5128759336447224,1.3200584423861301,1.4319737591294632
6.591825695483627,5.0604406012025445,9.002548873081595,1.4728890411297897,1.329252548568302,1.2014736763422584
6.998626408457217,5.080778455597537,8.927751273602494,1.526381174763546,1.4749923457792675,1.1137959927944696
6.871649956384815,5.707395099949383,8.860707430429375,1.3463679106306108,1.5524489778244308,1.4897288813587788
6.827689726751593,5.3839541504092026,8.78166637093879,1.4200390592726473,1.3522547542389494,1.3643576395755563
6.704865711520351,5.535112941632476,9.178997842240246,1.5417121115611612,1.3167851095119119,1.3555343309414531
6.583266513330775,5.589428603081797,9.343529748148239,1.4621178641225019,1.3643736591003266,1.217433180003026
6.8688923720740185,4.952716718549167,9.308799338242485,1.428494213081761,1.4577715422165898,1.27036845152975
7.1003623674323615,5.389446745872749,9.23772708125391,1.4790385699645912,1.356262508409881,1.304615812947485
6.782916037969123,5.672068776070819,8.731911108570632,1.4745748108093515,1.3393579379770868,1.5098630614145627
6.385900236908451,5.137944293670603,8.812273938270685,1.2452238129079642,1.575469455627768,1.2171026958658928
7.2501141227198715,4.84969052567618,9.135904111054085,1.4164553188492437,1.3284058166309254,1.2998989021756673
6.789529148384724,5.499429788722847,9.263930633232741,1.5535135567788263,1.3889676486120635,1.2529169830337383
6.455420392222103,4.760892697916537,8.67368490045298,1.3665703343360256,1.469934172700898,1.193595045507561
7.097524000262073,5.19433710961341,9.678418770939045,1.4611013355686326,1.4489429481171736,1.366747275426316
